CustomerID,recency_days,frequency_orders,monetary_revenue,frequency_orders_c,monetary_revenue_c,recency_days_c,R,F,M,RFM,segment
13853.0,58,1,1090.14,1,1090.14,58.0,3,1,4,314,Potential Loyalists
13854.0,9,25,8109.52,25,8109.52,9.0,5,5,5,555,Champions
13856.0,169,3,388.5,3,388.5,169.0,2,3,2,232,Others
13858.0,58,1,216.17,1,216.17,58.0,3,1,1,311,Potential Loyalists
13859.0,327,1,201.16,1,201.16,327.0,1,1,1,111,Hibernating
13860.0,2,5,1245.9,5,1245.9,2.0,5,4,4,544,Champions
13862.0,19,8,2209.36,8,2209.36,19.0,4,5,5,455,Champions
13863.0,248,1,305.78,1,305.78,248.0,1,1,2,112,Hibernating
13865.0,59,4,501.56,4,501.56,59.0,3,4,3,343,Others
13866.0,75,1,145.67,1,145.67,75.0,2,1,1,211,Hibernating
13867.0,32,3,1015.29,3,1015.29,32.0,4,3,4,434,Loyal Customers
13868.0,8,2,3192.54,2,3192.54,8.0,5,2,5,525,New Customers
13869.0,124,4,3104.95,4,3104.95,124.0,2,4,5,245,At Risk (High Frequency)
13870.0,3,8,2770.94,8,2770.94,3.0,5,5,5,555,Champions
13871.0,23,13,6403.25,13,6403.25,23.0,4,5,5,455,Champions
13873.0,120,3,389.6,3,389.6,120.0,2,3,2,232,Others
13874.0,359,1,540.45,1,540.45,359.0,1,1,3,113,Others
13875.0,54,5,1786.79,5,1786.79,54.0,3,4,4,344,Others
13876.0,64,1,122.7,1,122.7,64.0,3,1,1,311,Potential Loyalists
13877.0,87,1,117.24,1,117.24,87.0,2,1,1,211,Hibernating
13878.0,55,1,1281.53,1,1281.53,55.0,3,1,4,314,Potential Loyalists
13880.0,22,13,3219.77,13,3219.77,22.0,4,5,5,455,Champions
13881.0,4,20,17159.52,20,17159.52,4.0,5,5,5,555,Champions
13882.0,3,5,1191.13,5,1191.13,3.0,5,4,4,544,Champions
13883.0,11,5,2674.48,5,2674.48,11.0,5,4,5,545,Champions
13884.0,8,5,787.6,5,787.6,8.0,5,4,3,543,Loyal Customers
13885.0,190,2,506.8,2,506.8,190.0,1,2,3,123,Others
13886.0,72,1,243.56,1,243.56,72.0,3,1,1,311,Potential Loyalists
13887.0,205,1,349.55,1,349.55,205.0,1,1,2,112,Hibernating
13888.0,120,2,605.63,2,605.63,120.0,2,2,3,223,Others
13889.0,93,1,416.9,1,416.9,93.0,2,1,2,212,Hibernating
13890.0,2,10,1883.81,10,1883.81,2.0,5,5,4,554,Champions
13892.0,27,4,632.97,4,632.97,27.0,4,4,3,443,Loyal Customers
13893.0,298,1,821.1,1,821.1,298.0,1,1,3,113,Others
13894.0,24,3,564.62,3,564.62,24.0,4,3,3,433,Loyal Customers
13895.0,29,4,2593.07,4,2593.07,29.0,4,4,5,445,Champions
13897.0,51,1,311.16,1,311.16,51.0,3,1,2,312,Potential Loyalists
13898.0,326,1,155.93,1,155.93,326.0,1,1,1,111,Hibernating
13899.0,17,2,388.52,2,388.52,17.0,4,2,2,422,Others
13900.0,184,3,740.95,3,740.95,184.0,1,3,3,133,Others
13901.0,73,5,2867.2,5,2867.2,73.0,2,4,5,245,At Risk (High Frequency)
13904.0,38,2,332.64,2,332.64,38.0,3,2,2,322,Potential Loyalists
13908.0,80,4,2369.55,4,2369.55,80.0,2,4,5,245,At Risk (High Frequency)
13911.0,58,9,2580.91,9,2580.91,58.0,3,5,5,355,Others
13914.0,12,2,626.45,2,626.45,12.0,5,2,3,523,New Customers
13917.0,50,2,272.04,2,272.04,50.0,3,2,2,322,Potential Loyalists
13918.0,50,2,1212.84,2,1212.84,50.0,3,2,4,324,Potential Loyalists
13919.0,60,2,384.81,2,384.81,60.0,3,2,2,322,Potential Loyalists
13922.0,352,1,172.25,1,172.25,352.0,1,1,1,111,Hibernating
13923.0,54,1,351.13,1,351.13,54.0,3,1,2,312,Potential Loyalists
13924.0,2,6,1838.85,6,1838.85,2.0,5,5,4,554,Champions
13925.0,93,4,678.25,4,678.25,93.0,2,4,3,243,At Risk (High Frequency)
13926.0,24,1,223.85,1,223.85,24.0,4,1,1,411,Others
13927.0,75,1,348.99,1,348.99,75.0,2,1,2,212,Hibernating
13928.0,11,4,464.57,4,464.57,11.0,5,4,2,542,Others
13929.0,170,2,842.65,2,842.65,170.0,2,2,3,223,Others
13930.0,58,2,337.34,2,337.34,58.0,3,2,2,322,Potential Loyalists
13931.0,96,2,1237.53,2,1237.53,96.0,2,2,4,224,At Risk (High Value)
13932.0,295,1,307.4,1,307.4,295.0,1,1,2,112,Hibernating
13933.0,110,2,608.79,2,608.79,110.0,2,2,3,223,Others
13934.0,264,1,922.1,1,922.1,264.0,1,1,3,113,Others
13936.0,180,1,376.58,1,376.58,180.0,2,1,2,212,Hibernating
13937.0,170,1,158.85,1,158.85,170.0,2,1,1,211,Hibernating
13938.0,36,1,71.66,1,71.66,36.0,3,1,1,311,Potential Loyalists
13939.0,24,3,568.55,3,568.55,24.0,4,3,3,433,Loyal Customers
13940.0,18,4,839.14,4,839.14,18.0,4,4,3,443,Loyal Customers
13941.0,22,5,5112.96,5,5112.96,22.0,4,4,5,445,Champions
13946.0,80,3,561.57,3,561.57,80.0,2,3,3,233,Others
13947.0,66,1,90.6,1,90.6,66.0,3,1,1,311,Potential Loyalists
13948.0,361,1,102.0,1,102.0,361.0,1,1,1,111,Hibernating
13949.0,3,6,2427.32,6,2427.32,3.0,5,5,5,555,Champions
13950.0,12,4,745.06,4,745.06,12.0,5,4,3,543,Loyal Customers
13951.0,177,3,674.45,3,674.45,177.0,2,3,3,233,Others
13952.0,218,2,3251.07,2,3251.07,218.0,1,2,5,125,At Risk (High Value)
13953.0,8,7,3515.68,7,3515.68,8.0,5,5,5,555,Champions
13954.0,2,2,439.92,2,439.92,2.0,5,3,2,532,Others
13955.0,155,2,322.96,2,322.96,155.0,2,3,2,232,Others
13956.0,6,5,1026.42,5,1026.42,6.0,5,4,4,544,Champions
13959.0,80,3,598.2,3,598.2,80.0,2,3,3,233,Others
13960.0,22,2,230.22,2,230.22,22.0,4,3,1,431,Others
13962.0,22,2,169.55,2,169.55,22.0,4,3,1,431,Others
13963.0,309,4,664.54,4,664.54,309.0,1,4,3,143,At Risk (High Frequency)
13967.0,146,1,80.7,1,80.7,146.0,2,1,1,211,Hibernating
13969.0,8,18,9053.94,18,9053.94,8.0,5,5,5,555,Champions
13971.0,19,8,2758.26,8,2758.26,19.0,4,5,5,455,Champions
13972.0,71,2,190.25,2,190.25,71.0,3,3,1,331,Others
13973.0,288,1,264.7,1,264.7,288.0,1,1,2,112,Hibernating
13974.0,50,1,413.59,1,413.59,50.0,3,1,2,312,Potential Loyalists
13975.0,32,6,2526.28,6,2526.28,32.0,4,5,5,455,Champions
13976.0,207,1,357.98,1,357.98,207.0,1,1,2,112,Hibernating
13978.0,15,2,196.79,2,196.79,15.0,4,3,1,431,Others
13979.0,74,1,869.87,1,869.87,74.0,2,1,3,213,Others
13980.0,61,1,200.14,1,200.14,61.0,3,1,1,311,Potential Loyalists
13982.0,40,4,1871.81,4,1871.81,40.0,3,4,4,344,Others
13983.0,30,12,2603.43,12,2603.43,30.0,4,5,5,455,Champions
13984.0,27,5,920.51,5,920.51,27.0,4,4,3,443,Loyal Customers
13985.0,5,15,7060.13,15,7060.13,5.0,5,5,5,555,Champions
13986.0,18,1,320.46,1,320.46,18.0,4,1,2,412,Others
13988.0,20,6,4147.96,6,4147.96,20.0,4,5,5,455,Champions
13989.0,66,2,1266.08,2,1266.08,66.0,3,3,4,334,Others
13990.0,214,1,311.3,1,311.3,214.0,1,1,2,112,Hibernating
13991.0,13,6,855.97,6,855.97,13.0,5,5,3,553,Loyal Customers
13992.0,31,1,76.8,1,76.8,31.0,4,1,1,411,Others
13993.0,43,9,3466.36,9,3466.36,43.0,3,5,5,355,Others
13994.0,4,6,2313.14,6,2313.14,4.0,5,5,5,555,Champions
13995.0,16,5,1393.69,5,1393.69,16.0,4,4,4,444,Champions
13999.0,11,12,3901.81,12,3901.81,11.0,5,5,5,555,Champions
14000.0,212,1,635.66,1,635.66,212.0,1,1,3,113,Others
14001.0,46,3,2043.08,3,2043.08,46.0,3,3,4,334,Others
14002.0,135,2,529.73,2,529.73,135.0,2,3,3,233,Others
14004.0,44,7,4582.64,7,4582.64,44.0,3,5,5,355,Others
14005.0,10,5,2874.72,5,2874.72,10.0,5,4,5,545,Champions
14006.0,116,3,962.19,3,962.19,116.0,2,3,4,234,At Risk (High Value)
14009.0,199,2,695.61,2,695.61,199.0,1,3,3,133,Others
14012.0,278,1,328.8,1,328.8,278.0,1,1,2,112,Hibernating
14013.0,111,3,473.02,3,473.02,111.0,2,3,2,232,Others
14014.0,78,1,505.18,1,505.18,78.0,2,1,3,213,Others
14015.0,53,1,917.34,1,917.34,53.0,3,1,3,313,Potential Loyalists
14016.0,162,4,4341.21,4,4341.21,162.0,2,4,5,245,At Risk (High Frequency)
14019.0,47,3,1421.61,3,1421.61,47.0,3,3,4,334,Others
14020.0,17,2,642.8,2,642.8,17.0,4,3,3,433,Loyal Customers
14021.0,156,3,631.9,3,631.9,156.0,2,3,3,233,Others
14022.0,226,1,440.0,1,440.0,226.0,1,1,2,112,Hibernating
14023.0,8,2,584.07,2,584.07,8.0,5,3,3,533,Loyal Customers
14024.0,122,2,327.7,2,327.7,122.0,2,3,2,232,Others
14027.0,61,1,104.82,1,104.82,61.0,3,1,1,311,Potential Loyalists
14029.0,64,2,467.66,2,467.66,64.0,3,3,2,332,Others
14030.0,19,8,2360.09,8,2360.09,19.0,4,5,5,455,Champions
14031.0,8,19,17286.86,19,17286.86,8.0,5,5,5,555,Champions
14032.0,3,11,2975.59,11,2975.59,3.0,5,5,5,555,Champions
14034.0,23,3,651.82,3,651.82,23.0,4,3,3,433,Loyal Customers
14035.0,29,5,1428.02,5,1428.02,29.0,4,4,4,444,Champions
14036.0,285,1,626.65,1,626.65,285.0,1,1,3,113,Others
14037.0,177,2,147.2,2,147.2,177.0,2,3,1,231,Others
14038.0,79,3,1560.38,3,1560.38,79.0,2,3,4,234,At Risk (High Value)
14039.0,34,1,152.2,1,152.2,34.0,3,1,1,311,Potential Loyalists
14040.0,41,12,3614.92,12,3614.92,41.0,3,5,5,355,Others
14041.0,267,1,141.41,1,141.41,267.0,1,1,1,111,Hibernating
14044.0,27,4,652.82,4,652.82,27.0,4,4,3,443,Loyal Customers
14045.0,110,4,1659.75,4,1659.75,110.0,2,4,4,244,At Risk (High Frequency)
14046.0,285,1,154.99,1,154.99,285.0,1,1,1,111,Hibernating
14047.0,9,5,1308.61,5,1308.61,9.0,5,4,4,544,Champions
14048.0,306,1,409.93,1,409.93,306.0,1,1,2,112,Hibernating
14049.0,17,4,5681.72,4,5681.72,17.0,4,4,5,445,Champions
14050.0,32,2,746.36,2,746.36,32.0,4,3,3,433,Loyal Customers
14051.0,1,23,15610.39,23,15610.39,1.0,5,5,5,555,Champions
14052.0,20,1,225.36,1,225.36,20.0,4,1,1,411,Others
14053.0,125,2,260.25,2,260.25,125.0,2,3,2,232,Others
14054.0,66,1,92.46,1,92.46,66.0,3,1,1,311,Potential Loyalists
14055.0,107,1,725.64,1,725.64,107.0,2,1,3,213,Others
14056.0,2,23,8214.65,23,8214.65,2.0,5,5,5,555,Champions
14057.0,24,17,6217.96,17,6217.96,24.0,4,5,5,455,Champions
14059.0,267,1,183.6,1,183.6,267.0,1,1,1,111,Hibernating
14060.0,5,19,6140.42,19,6140.42,5.0,5,5,5,555,Champions
14062.0,10,12,10464.85,12,10464.85,10.0,5,5,5,555,Champions
14064.0,30,5,1353.74,5,1353.74,30.0,4,4,4,444,Champions
14066.0,267,1,152.55,1,152.55,267.0,1,1,1,111,Hibernating
14067.0,64,2,374.7,2,374.7,64.0,3,3,2,332,Others
14068.0,321,1,265.85,1,265.85,321.0,1,1,2,112,Hibernating
14071.0,4,8,1438.82,8,1438.82,4.0,5,5,4,554,Champions
14073.0,33,1,151.04,1,151.04,33.0,4,1,1,411,Others
14075.0,5,3,942.26,3,942.26,5.0,5,3,3,533,Loyal Customers
14076.0,130,1,122.47,1,122.47,130.0,2,1,1,211,Hibernating
14077.0,41,5,499.42,5,499.42,41.0,3,4,3,343,Others
14078.0,102,6,1049.37,6,1049.37,102.0,2,5,4,254,At Risk (High Frequency)
14079.0,125,1,375.1,1,375.1,125.0,2,1,2,212,Hibernating
14080.0,33,1,45.6,1,45.6,33.0,4,1,1,411,Others
14081.0,303,2,934.52,2,934.52,303.0,1,3,3,133,Others
14082.0,365,1,182.25,1,182.25,365.0,1,1,1,111,Hibernating
14083.0,5,9,1018.43,9,1018.43,5.0,5,5,4,554,Champions
14085.0,3,18,4448.54,18,4448.54,3.0,5,5,5,555,Champions
14087.0,3,1,194.42,1,194.42,3.0,5,1,1,511,New Customers
14088.0,11,13,50491.81,13,19880.99570000001,11.0,5,5,5,555,Champions
14089.0,57,1,161.0,1,161.0,57.0,3,1,1,311,Potential Loyalists
14090.0,325,1,76.32,1,76.32,325.0,1,1,1,111,Hibernating
14092.0,8,14,4076.91,14,4076.91,8.0,5,5,5,555,Champions
14093.0,13,1,442.85,1,442.85,13.0,5,1,2,512,New Customers
14096.0,5,17,65164.79,17,19880.99570000001,5.0,5,5,5,555,Champions
14098.0,37,1,147.35,1,147.35,37.0,3,1,1,311,Potential Loyalists
14099.0,17,11,3104.17,11,3104.17,17.0,4,5,5,455,Champions
14100.0,138,1,194.9,1,194.9,138.0,2,1,1,211,Hibernating
14101.0,74,6,5976.79,6,5976.79,74.0,2,5,5,255,At Risk (High Frequency)
14102.0,6,5,1360.28,5,1360.28,6.0,5,4,4,544,Champions
14104.0,155,2,216.21,2,216.21,155.0,2,3,1,231,Others
14105.0,240,1,1266.23,1,1266.23,240.0,1,1,4,114,At Risk (High Value)
14107.0,52,7,2703.23,7,2703.23,52.0,3,5,5,355,Others
14108.0,31,2,597.91,2,597.91,31.0,4,3,3,433,Loyal Customers
14109.0,73,1,144.2,1,144.2,73.0,2,1,1,211,Hibernating
14110.0,4,12,5683.15,12,5683.15,4.0,5,5,5,555,Champions
14111.0,15,4,692.85,4,692.85,15.0,4,4,3,443,Loyal Customers
14112.0,23,7,2915.15,7,2915.15,23.0,4,5,5,455,Champions
14113.0,4,4,1840.42,4,1840.42,4.0,5,4,4,544,Champions
14114.0,274,2,386.53,2,386.53,274.0,1,3,2,132,Others
14116.0,20,5,1382.74,5,1382.74,20.0,4,4,4,444,Champions
14117.0,144,1,90.0,1,90.0,144.0,2,1,1,211,Hibernating
14121.0,4,4,2780.15,4,2780.15,4.0,5,4,5,545,Champions
14124.0,85,1,419.58,1,419.58,85.0,2,1,2,212,Hibernating
14125.0,11,3,2740.43,3,2740.43,11.0,5,3,5,535,Loyal Customers
14126.0,8,3,706.13,3,706.13,8.0,5,3,3,533,Loyal Customers
14127.0,123,3,709.71,3,709.71,123.0,2,3,3,233,Others
14128.0,61,2,637.5,2,637.5,61.0,3,3,3,333,Others
14129.0,2,5,1123.86,5,1123.86,2.0,5,4,4,544,Champions
14130.0,320,1,483.86,1,483.86,320.0,1,1,2,112,Hibernating
14132.0,3,11,3586.03,11,3586.03,3.0,5,5,5,555,Champions
14133.0,130,3,605.64,3,605.64,130.0,2,3,3,233,Others
14135.0,2,15,4690.31,15,4690.31,2.0,5,5,5,555,Champions
14138.0,2,2,982.38,2,982.38,2.0,5,3,4,534,Loyal Customers
14139.0,47,1,415.82,1,415.82,47.0,3,1,2,312,Potential Loyalists
14140.0,4,2,935.05,2,935.05,4.0,5,3,3,533,Loyal Customers
14141.0,3,4,915.13,4,915.13,3.0,5,4,3,543,Loyal Customers
14142.0,374,1,311.81,1,311.81,369.6300000000001,1,1,2,112,Hibernating
14143.0,134,1,115.8,1,115.8,134.0,2,1,1,211,Hibernating
14145.0,47,4,3742.2,4,3742.2,47.0,3,4,5,345,Others
14146.0,9,5,4191.0,5,4191.0,9.0,5,4,5,545,Champions
14147.0,79,2,483.4,2,483.4,79.0,2,3,2,232,Others
14148.0,234,1,157.2,1,157.2,234.0,1,1,1,111,Hibernating
14149.0,221,1,446.62,1,446.62,221.0,1,1,2,112,Hibernating
14150.0,36,2,658.64,2,658.64,36.0,3,3,3,333,Others
14152.0,76,2,621.29,2,621.29,76.0,2,3,3,233,Others
14154.0,240,2,1345.62,2,1345.62,240.0,1,3,4,134,At Risk (High Value)
14155.0,267,1,118.75,1,118.75,267.0,1,1,1,111,Hibernating
14156.0,10,55,117379.63,30,19880.99570000001,10.0,5,5,5,555,Champions
14157.0,20,2,432.88,2,432.88,20.0,4,3,2,432,Others
14158.0,41,1,507.66,1,507.66,41.0,3,1,3,313,Potential Loyalists
14159.0,20,11,4693.01,11,4693.01,20.0,4,5,5,455,Champions
14161.0,216,3,1110.52,3,1110.52,216.0,1,3,4,134,At Risk (High Value)
14162.0,174,2,289.36,2,289.36,174.0,2,3,2,232,Others
14163.0,88,4,2445.91,4,2445.91,88.0,2,4,5,245,At Risk (High Frequency)
14164.0,71,2,1631.77,2,1631.77,71.0,3,3,4,334,Others
14165.0,276,1,122.54,1,122.54,276.0,1,1,1,111,Hibernating
14167.0,40,4,574.84,4,574.84,40.0,3,4,3,343,Others
14171.0,99,1,363.79,1,363.79,99.0,2,1,2,212,Hibernating
14173.0,11,4,450.84,4,450.84,11.0,5,4,2,542,Others
14174.0,34,1,134.46,1,134.46,34.0,3,1,1,311,Potential Loyalists
14175.0,60,3,3222.3,3,3222.3,60.0,3,3,5,335,Others
14176.0,298,4,576.9,4,576.9,298.0,1,4,3,143,At Risk (High Frequency)
14177.0,87,4,559.41,4,559.41,87.0,2,4,3,243,At Risk (High Frequency)
14178.0,9,7,1620.93,7,1620.93,9.0,5,5,4,554,Champions
14179.0,41,2,719.78,2,719.78,41.0,3,3,3,333,Others
14180.0,11,25,4748.52,25,4748.52,11.0,5,5,5,555,Champions
14184.0,67,1,452.89,1,452.89,67.0,3,1,2,312,Potential Loyalists
14185.0,332,1,197.65,1,197.65,332.0,1,1,1,111,Hibernating
14188.0,31,6,2054.36,6,2054.36,31.0,4,5,4,454,Champions
14189.0,3,15,4654.08,15,4654.08,3.0,5,5,5,555,Champions
14191.0,2,13,4684.76,13,4684.76,2.0,5,5,5,555,Champions
14193.0,68,2,853.39,2,853.39,68.0,3,3,3,333,Others
14194.0,5,21,11349.52,21,11349.52,5.0,5,5,5,555,Champions
14195.0,202,2,1012.0,2,1012.0,202.0,1,3,4,134,At Risk (High Value)
14196.0,107,1,335.52,1,335.52,107.0,2,1,2,212,Hibernating
14198.0,19,4,701.4,4,701.4,19.0,4,4,3,443,Loyal Customers
14199.0,219,1,185.4,1,185.4,219.0,1,1,1,111,Hibernating
14201.0,61,7,747.44,7,747.44,61.0,3,5,3,353,Others
14204.0,3,1,161.03,1,161.03,3.0,5,1,1,511,New Customers
14205.0,17,2,466.7,2,466.7,17.0,4,3,2,432,Others
14206.0,240,1,328.16,1,328.16,240.0,1,1,2,112,Hibernating
14208.0,95,1,151.74,1,151.74,95.0,2,1,1,211,Hibernating
14209.0,11,6,2073.43,6,2073.43,11.0,5,5,5,555,Champions
14210.0,106,6,1905.84,6,1905.84,106.0,2,5,4,254,At Risk (High Frequency)
14211.0,54,9,2241.1,9,2241.1,54.0,3,5,5,355,Others
14212.0,90,1,1070.48,1,1070.48,90.0,2,1,4,214,At Risk (High Value)
14214.0,31,5,1004.38,5,1004.38,31.0,4,4,4,444,Champions
14215.0,12,6,1789.72,6,1789.72,12.0,5,5,4,554,Champions
14216.0,4,4,1839.3,4,1839.3,4.0,5,4,4,544,Champions
14217.0,2,17,2004.98,17,2004.98,2.0,5,5,4,554,Champions
14218.0,43,1,169.48,1,169.48,43.0,3,1,1,311,Potential Loyalists
14219.0,5,1,89.94,1,89.94,5.0,5,1,1,511,New Customers
14220.0,248,2,632.4,2,632.4,248.0,1,3,3,133,Others
14221.0,43,9,3432.8,9,3432.8,43.0,3,5,5,355,Others
14222.0,178,1,683.17,1,683.17,178.0,2,1,3,213,Others
14223.0,93,3,991.13,3,991.13,93.0,2,3,4,234,At Risk (High Value)
14224.0,111,4,1050.12,4,1050.12,111.0,2,4,4,244,At Risk (High Frequency)
14226.0,29,5,2232.19,5,2232.19,29.0,4,4,5,445,Champions
14227.0,27,10,3350.96,10,3350.96,27.0,4,5,5,455,Champions
14229.0,52,3,1547.2,3,1547.2,52.0,3,3,4,334,Others
14231.0,184,3,925.71,3,925.71,184.0,1,3,3,133,Others
14232.0,43,5,2048.07,5,2048.07,43.0,3,4,4,344,Others
14233.0,50,4,1462.72,4,1462.72,50.0,3,4,4,344,Others
14234.0,23,4,775.46,4,775.46,23.0,4,4,3,443,Loyal Customers
14235.0,76,5,3144.86,5,3144.86,76.0,2,4,5,245,At Risk (High Frequency)
14236.0,81,2,490.86,2,490.86,81.0,2,3,3,233,Others
14237.0,374,1,161.0,1,161.0,369.6300000000001,1,1,1,111,Hibernating
14238.0,327,1,146.85,1,146.85,327.0,1,1,1,111,Hibernating
14239.0,44,11,2380.85,11,2380.85,44.0,3,5,5,355,Others
14240.0,31,2,890.34,2,890.34,31.0,4,3,3,433,Loyal Customers
14241.0,184,1,213.7,1,213.7,184.0,1,1,1,111,Hibernating
14242.0,235,2,280.55,2,280.55,235.0,1,3,2,132,Others
14243.0,9,10,2588.77,10,2588.77,9.0,5,5,5,555,Champions
14245.0,220,2,1693.45,2,1693.45,220.0,1,3,4,134,At Risk (High Value)
14246.0,111,3,1474.06,3,1474.06,111.0,2,3,4,234,At Risk (High Value)
14247.0,279,1,136.77,1,136.77,279.0,1,1,1,111,Hibernating
14248.0,319,1,302.58,1,302.58,319.0,1,1,2,112,Hibernating
14250.0,8,3,1904.05,3,1904.05,8.0,5,3,4,534,Loyal Customers
14251.0,2,5,2879.7,5,2879.7,2.0,5,4,5,545,Champions
14256.0,261,2,969.06,2,969.06,261.0,1,3,4,134,At Risk (High Value)
14257.0,65,5,3099.72,5,3099.72,65.0,3,4,5,345,Others
14258.0,10,9,12669.98,9,12669.98,10.0,5,5,5,555,Champions
14259.0,142,1,120.0,1,120.0,142.0,2,1,1,211,Hibernating
14261.0,51,2,1163.45,2,1163.45,51.0,3,3,4,334,Others
14262.0,9,8,2618.23,8,2618.23,9.0,5,5,5,555,Champions
14264.0,155,2,333.97,2,333.97,155.0,2,3,2,232,Others
14265.0,110,2,530.18,2,530.18,110.0,2,3,3,233,Others
14267.0,163,3,1516.24,3,1516.24,163.0,2,3,4,234,At Risk (High Value)
14270.0,332,1,492.65,1,492.65,332.0,1,1,3,113,Others
14271.0,226,1,112.32,1,112.32,226.0,1,1,1,111,Hibernating
14272.0,74,2,437.96,2,437.96,74.0,2,3,2,232,Others
14273.0,52,4,559.97,4,559.97,52.0,3,4,3,343,Others
14276.0,99,3,1119.74,3,1119.74,99.0,2,3,4,234,At Risk (High Value)
14277.0,16,3,4216.2,3,4216.2,16.0,4,3,5,435,Loyal Customers
14280.0,197,1,134.04,1,134.04,197.0,1,1,1,111,Hibernating
14282.0,4,15,3729.34,15,3729.34,4.0,5,5,5,555,Champions
14284.0,31,2,595.25,2,595.25,31.0,4,3,3,433,Loyal Customers
14285.0,22,4,1910.01,4,1910.01,22.0,4,4,4,444,Champions
14286.0,24,3,4628.75,3,4628.75,24.0,4,3,5,435,Loyal Customers
14287.0,9,3,176.63,3,176.63,9.0,5,3,1,531,Others
14288.0,214,1,426.6,1,426.6,214.0,1,1,2,112,Hibernating
14289.0,9,6,911.26,6,911.26,9.0,5,5,3,553,Loyal Customers
14290.0,12,5,2314.65,5,2314.65,12.0,5,4,5,545,Champions
14291.0,2,11,3883.25,11,3883.25,2.0,5,5,5,555,Champions
14292.0,8,9,4871.93,9,4871.93,8.0,5,5,5,555,Champions
14293.0,4,4,1046.56,4,1046.56,4.0,5,4,4,544,Champions
14295.0,41,1,166.2,1,166.2,41.0,3,1,1,311,Potential Loyalists
14297.0,18,4,1305.33,4,1305.33,18.0,4,4,4,444,Champions
14298.0,9,44,51527.3,30,19880.99570000001,9.0,5,5,5,555,Champions
14299.0,9,9,3965.62,9,3965.62,9.0,5,5,5,555,Champions
14300.0,19,1,43.2,1,43.2,19.0,4,1,1,411,Others
14301.0,118,1,640.14,1,640.14,118.0,2,1,3,213,Others
14304.0,223,1,383.45,1,383.45,223.0,1,1,2,112,Hibernating
14305.0,72,3,1858.96,3,1858.96,72.0,3,3,4,334,Others
14306.0,52,2,2093.32,2,2093.32,52.0,3,3,5,335,Others
14307.0,89,6,2995.72,6,2995.72,89.0,2,5,5,255,At Risk (High Frequency)
14309.0,9,9,2352.53,9,2352.53,9.0,5,5,5,555,Champions
14311.0,243,1,310.26,1,310.26,243.0,1,1,2,112,Hibernating
14312.0,47,6,1611.59,6,1611.59,47.0,3,5,4,354,Others
14314.0,107,1,120.0,1,120.0,107.0,2,1,1,211,Hibernating
14315.0,45,6,2481.13,6,2481.13,45.0,3,5,5,355,Others
14317.0,65,1,508.58,1,508.58,65.0,3,1,3,313,Potential Loyalists
14320.0,207,2,477.79,2,477.79,207.0,1,3,2,132,Others
14321.0,11,5,1530.75,5,1530.75,11.0,5,4,4,544,Champions
14323.0,115,2,605.06,2,605.06,115.0,2,3,3,233,Others
14326.0,243,1,183.85,1,183.85,243.0,1,1,1,111,Hibernating
14327.0,164,1,311.65,1,311.65,164.0,2,1,2,212,Hibernating
14329.0,18,7,5014.84,7,5014.84,18.0,4,5,5,455,Champions
14331.0,125,2,462.66,2,462.66,125.0,2,3,2,232,Others
14332.0,23,3,866.31,3,866.31,23.0,4,3,3,433,Loyal Customers
14333.0,68,1,415.2,1,415.2,68.0,3,1,2,312,Potential Loyalists
14334.0,17,8,2552.21,8,2552.21,17.0,4,5,5,455,Champions
14335.0,17,2,468.26,2,468.26,17.0,4,3,2,432,Others
14336.0,17,4,1614.91,4,1614.91,17.0,4,4,4,444,Champions
14338.0,162,2,588.22,2,588.22,162.0,2,3,3,233,Others
14339.0,243,1,309.52,1,309.52,243.0,1,1,2,112,Hibernating
14340.0,219,1,134.7,1,134.7,219.0,1,1,1,111,Hibernating
14341.0,46,8,2182.28,8,2182.28,46.0,3,5,5,355,Others
14342.0,22,4,668.56,4,668.56,22.0,4,4,3,443,Loyal Customers
14344.0,128,8,889.93,8,889.93,128.0,2,5,3,253,At Risk (High Frequency)
14345.0,39,1,108.98,1,108.98,39.0,3,1,1,311,Potential Loyalists
14346.0,121,2,1021.58,2,1021.58,121.0,2,3,4,234,At Risk (High Value)
14348.0,261,1,409.57,1,409.57,261.0,1,1,2,112,Hibernating
14349.0,11,1,133.5,1,133.5,11.0,5,1,1,511,New Customers
14350.0,275,1,282.93,1,282.93,275.0,1,1,2,112,Hibernating
14351.0,165,1,51.0,1,51.0,165.0,2,1,1,211,Hibernating
14352.0,158,4,1078.96,4,1078.96,158.0,2,4,4,244,At Risk (High Frequency)
14353.0,216,1,90.6,1,90.6,216.0,1,1,1,111,Hibernating
14354.0,6,2,163.62,2,163.62,6.0,5,3,1,531,Others
14355.0,366,1,174.4,1,174.4,366.0,1,1,1,111,Hibernating
14356.0,80,2,701.23,2,701.23,80.0,2,3,3,233,Others
14357.0,44,1,225.77,1,225.77,44.0,3,1,1,311,Potential Loyalists
14359.0,20,3,912.18,3,912.18,20.0,4,3,3,433,Loyal Customers
14360.0,32,4,2128.23,4,2128.23,32.0,4,4,5,445,Champions
14362.0,23,1,161.2,1,161.2,23.0,4,1,1,411,Others
14364.0,109,8,3717.35,8,3717.35,109.0,2,5,5,255,At Risk (High Frequency)
14367.0,9,16,9261.52,16,9261.52,9.0,5,5,5,555,Champions
14368.0,320,1,155.0,1,155.0,320.0,1,1,1,111,Hibernating
